-0.005159905	0.006532981	-0.0110362135	0.054482486	0.027828673	0.0061451616	0.022950646	0.007471641	-0.04968863	-0.019315861	-0.026003003	-0.012756428	-0.017786104	0.055161543	0.016255358	-0.039354704
0.008739881	0.037263803	-0.06462066	0.021399207	-0.039598405	0.0447492	0.019275634	0.066611685	0.012722578	-0.02799117	-0.0008062817	-0.022443146	0.032856915	-0.051325582	0.013397177	0.04081187
0.033662755	-0.050559964	0.000985814	-0.010307596	-0.0075472514	0.047647115	0.08004702	0.054285273	0.042049427	-0.032771043	0.05165301	-0.002448076	-0.00034659318	-0.04115125	0.018957179	0.034713894
0.04549265	-0.010054399	-0.010967893	0.026652299	0.0018660115	-0.0028690929	0.046327602	0.014438359	-0.017793823	-0.046414357	0.006879342	-0.035577692	0.03759506	0.012448352	0.034970365	0.059483185
0.005093966	0.010492776	-0.04065734	-0.021394683	0.036136903	-0.03141138	0.009917736	-0.0059914966	-0.04019909	-0.025568007	0.00092671195	0.016470417	0.009324147	0.041589897	0.045733336	0.026702357
-0.021025948	0.03335114	-0.004211185	0.031769425	0.0523348	-0.0368381	0.015300795	0.027939769	-0.037584122	-0.0010817966	-6.233016e-05	-0.0053833104	0.021700382	-0.048287954	0.03192186	-0.0073437328
-0.012366603	-0.014743802	0.007877254	-0.02668629	-0.021238226	0.055122163	-0.0028403364	-0.019175677	-0.007412195	-0.04232791	-0.04960856	-0.011305452	-0.045451555	-0.043892607	-0.02878111	0.064933
-0.01764539	0.049861785	0.0015264383	0.037889134	-0.03282168	0.017290208	0.05196969	0.012266435	-0.048404675	-0.03367113	-0.030678257	-0.0026427652	-0.013458593	0.034563005	0.040250994	0.033858936
-0.032489594	0.008150493	-0.013593362	-0.016839867	0.035632536	0.032417424	-0.026569298	0.007830536	0.012812643	0.002421863	0.024480185	0.039662417	0.029969422	-0.029816516	0.03870181	0.016779844
0.06738319	-0.011427882	-0.033025216	-0.058974687	-0.069435015	0.021070173	0.04874572	0.0001770269	0.00885901	-0.034955174	0.031648874	0.005942616	-0.027008766	-0.05964683	-0.06492052	0.097908705
-0.0007185557	0.008425612	-0.044542678	-0.054983843	0.00024392168	-0.015239342	0.01984339	0.011945103	-0.01663242	-0.005180104	-0.037382234	0.050916824	0.001079426	0.027046664	-0.040709414	0.06798412
